           ANÁLISE DE FREQUÊNCIA DE PALAVRAS           
Arquivo analisado: kjv-bible.txt
Estrutura utilizada: AVL Tree
Total de palavras únicas: 12965
Tempo total de execução: 1720 ms
Número de comparações: 11609472
Número de rotações: 9931
═══════════════════════════════════════════════════════
Palavra: the, Frequência: 64016
Palavra: increaseth, Frequência: 15
Palavra: becometh, Frequência: 15
Palavra: terrors, Frequência: 15
Palavra: vex, Frequência: 15
Palavra: offereth, Frequência: 15
Palavra: reproof, Frequência: 15
Palavra: sixty, Frequência: 15
Palavra: brooks, Frequência: 15
Palavra: privily, Frequência: 15
Palavra: diligent, Frequência: 15
Palavra: mephibosheth, Frequência: 15
Palavra: often, Frequência: 15
Palavra: drop, Frequência: 15
Palavra: ahimaaz, Frequência: 15
Palavra: fountains, Frequência: 15
Palavra: breaches, Frequência: 15
Palavra: selfsame, Frequência: 15
Palavra: beam, Frequência: 15
Palavra: sailed, Frequência: 15
Palavra: artaxerxes, Frequência: 15
Palavra: mirth, Frequência: 15
Palavra: sendeth, Frequência: 15
Palavra: pots, Frequência: 15
Palavra: trespassed, Frequência: 15
Palavra: olives, Frequência: 15
Palavra: michael, Frequência: 15
Palavra: fasted, Frequência: 15
Palavra: goshen, Frequência: 15
Palavra: rode, Frequência: 15
Palavra: rods, Frequência: 15
Palavra: wide, Frequência: 15
Palavra: beholding, Frequência: 15
Palavra: visitation, Frequência: 15
Palavra: laver, Frequência: 15
Palavra: consolation, Frequência: 15
Palavra: poverty, Frequência: 15
Palavra: openly, Frequência: 15
Palavra: pressed, Frequência: 15
Palavra: clear, Frequência: 15
Palavra: lazarus, Frequência: 15
Palavra: nebuzaradan, Frequência: 15
Palavra: proceed, Frequência: 15
Palavra: shadrach, Frequência: 15
Palavra: bani, Frequência: 15
Palavra: winepress, Frequência: 15
Palavra: mire, Frequência: 15
Palavra: slothful, Frequência: 15
Palavra: birth, Frequência: 15
Palavra: abednego, Frequência: 15
Palavra: pull, Frequência: 15
Palavra: thrice, Frequência: 15
Palavra: followeth, Frequência: 15
Palavra: 85, Frequência: 15
Palavra: godliness, Frequência: 15
Palavra: fortress, Frequência: 15
Palavra: otherwise, Frequência: 15
Palavra: fingers, Frequência: 15
Palavra: slow, Frequência: 15
Palavra: deaf, Frequência: 15
Palavra: 148, Frequência: 15
Palavra: wonder, Frequência: 15
Palavra: wondered, Frequência: 15
Palavra: magicians, Frequência: 15
Palavra: proved, Frequência: 15
Palavra: wondrous, Frequência: 15
Palavra: godly, Frequência: 15
Palavra: added, Frequência: 15
Palavra: stolen, Frequência: 15
Palavra: hallow, Frequência: 15
Palavra: blameless, Frequência: 15
Palavra: nahor, Frequência: 15
Palavra: reach, Frequência: 15
Palavra: nostrils, Frequência: 15
Palavra: sojourneth, Frequência: 15
Palavra: shewing, Frequência: 15
Palavra: tobiah, Frequência: 15
Palavra: minded, Frequência: 15
Palavra: thirteen, Frequência: 15
Palavra: soweth, Frequência: 15
Palavra: eliezer, Frequência: 15
Palavra: purge, Frequência: 15
Palavra: miriam, Frequência: 15
Palavra: wounds, Frequência: 15
Palavra: genealogy, Frequência: 15
Palavra: snares, Frequência: 15
Palavra: wars, Frequência: 15
Palavra: eliakim, Frequência: 15
Palavra: reins, Frequência: 15
Palavra: shortly, Frequência: 15
Palavra: granted, Frequência: 15
Palavra: kohathites, Frequência: 15
Palavra: builders, Frequência: 15
Palavra: cart, Frequência: 15
Palavra: locks, Frequência: 15
Palavra: oak, Frequência: 15
Palavra: arches, Frequência: 15
Palavra: meshach, Frequência: 15
Palavra: ahitub, Frequência: 15
Palavra: shouting, Frequência: 15
Palavra: derision, Frequência: 15
Palavra: catch, Frequência: 15
Palavra: consent, Frequência: 15
Palavra: intreat, Frequência: 15
Palavra: possible, Frequência: 15
Palavra: star, Frequência: 15
Palavra: disease, Frequência: 15
Palavra: ill, Frequência: 15
Palavra: hairs, Frequência: 15
Palavra: sceptre, Frequência: 15
Palavra: regardeth, Frequência: 15
Palavra: eliphaz, Frequência: 15
Palavra: stopped, Frequência: 15
Palavra: falling, Frequência: 15
Palavra: lack, Frequência: 15
Palavra: ziklag, Frequência: 15
Palavra: zimri, Frequência: 15
Palavra: chaff, Frequência: 14
Palavra: sending, Frequência: 14
Palavra: bows, Frequência: 14
Palavra: amorite, Frequência: 14
Palavra: effect, Frequência: 14
Palavra: bidden, Frequência: 14
Palavra: groweth, Frequência: 14
Palavra: prolong, Frequência: 14
Palavra: pronounced, Frequência: 14
Palavra: consecrate, Frequência: 14
Palavra: crooked, Frequência: 14
Palavra: shave, Frequência: 14
Palavra: furthermore, Frequência: 14
Palavra: corrupted, Frequência: 14
Palavra: threshold, Frequência: 14
Palavra: hadad, Frequência: 14
Palavra: gadites, Frequência: 14
Palavra: psalteries, Frequência: 14
Palavra: bride, Frequência: 14
Palavra: consecrated, Frequência: 14
Palavra: tithe, Frequência: 14
Palavra: purged, Frequência: 14
Palavra: purify, Frequência: 14
Palavra: chaldees, Frequência: 14
Palavra: token, Frequência: 14
Palavra: gall, Frequência: 14
Palavra: destroying, Frequência: 14
Palavra: shouted, Frequência: 14
Palavra: question, Frequência: 14
Palavra: questions, Frequência: 14
Palavra: transgress, Frequência: 14
Palavra: blasphemy, Frequência: 14
Palavra: sidon, Frequência: 14
Palavra: firstling, Frequência: 14
Palavra: expectation, Frequência: 14
Palavra: eldest, Frequência: 14
Palavra: reacheth, Frequência: 14
Palavra: debir, Frequência: 14
Palavra: rebel, Frequência: 14
Palavra: medes, Frequência: 14
Palavra: meditate, Frequência: 14
Palavra: oppressor, Frequência: 14
Palavra: geba, Frequência: 14
Palavra: meekness, Frequência: 14
Palavra: counseller, Frequência: 14
Palavra: ornaments, Frequência: 14
Palavra: hushai, Frequência: 14
Palavra: iddo, Frequência: 14
Palavra: outward, Frequência: 14
Palavra: amram, Frequência: 14
Palavra: gershom, Frequência: 14
Palavra: remaining, Frequência: 14
Palavra: conceive, Frequência: 14
Palavra: imagination, Frequência: 14
Palavra: sorry, Frequência: 14
Palavra: repair, Frequência: 14
Palavra: vexation, Frequência: 14
Palavra: midnight, Frequência: 14
Palavra: pashur, Frequência: 14
Palavra: contend, Frequência: 14
Palavra: pattern, Frequência: 14
Palavra: 140, Frequência: 14
Palavra: spies, Frequência: 14
Palavra: healing, Frequência: 14
Palavra: accused, Frequência: 14
Palavra: falsehood, Frequência: 14
Palavra: wander, Frequência: 14
Palavra: spreadeth, Frequência: 14
Palavra: rewarded, Frequência: 14
Palavra: leadeth, Frequência: 14
Palavra: rimmon, Frequência: 14
Palavra: state, Frequência: 14
Palavra: riseth, Frequência: 14
Palavra: wearied, Frequência: 14
Palavra: coats, Frequência: 14
Palavra: leavened, Frequência: 14
Palavra: stick, Frequência: 14
Palavra: 96, Frequência: 14
Palavra: wentest, Frequência: 14
Palavra: badgers, Frequência: 14
Palavra: clave, Frequência: 14
Palavra: storm, Frequência: 14
Palavra: heaviness, Frequência: 14
Palavra: enjoy, Frequência: 14
Palavra: delighteth, Frequência: 14
Palavra: ruleth, Frequência: 14
Palavra: whore, Frequência: 14
Palavra: bank, Frequência: 14
Palavra: strove, Frequência: 14
Palavra: placed, Frequência: 14
Palavra: sadducees, Frequência: 14
Palavra: colour, Frequência: 14
Palavra: subjection, Frequência: 14
Palavra: banquet, Frequência: 14
Palavra: favoured, Frequência: 14
Palavra: canaanite, Frequência: 14
Palavra: lightnings, Frequência: 14
Palavra: supper, Frequência: 14
Palavra: winter, Frequência: 14
Palavra: wisely, Frequência: 14
Palavra: surety, Frequência: 14
Palavra: jebusite, Frequência: 14
Palavra: epistle, Frequência: 14
Palavra: bestowed, Frequência: 14
Palavra: baptist, Frequência: 14
Palavra: liver, Frequência: 14
Palavra: hereafter, Frequência: 14
Palavra: bethhoron, Frequência: 14
Palavra: wool, Frequência: 14
Palavra: scall, Frequência: 14
Palavra: talent, Frequência: 14
Palavra: worm, Frequência: 14
Palavra: powers, Frequência: 14
Palavra: heth, Frequência: 14
Palavra: jerubbaal, Frequência: 14
Palavra: wrapped, Frequência: 14
Palavra: teachers, Frequência: 14
Palavra: 108, Frequência: 14
Palavra: 84, Frequência: 14
Palavra: tempt, Frequência: 14
Palavra: barak, Frequência: 14
Palavra: testament, Frequência: 14
Palavra: nethaneel, Frequência: 14
Palavra: seeking, Frequência: 14
Palavra: greeks, Frequência: 14
Palavra: join, Frequência: 14
Palavra: frogs, Frequência: 14
Palavra: creepeth, Frequência: 14
Palavra: bela, Frequência: 13
Palavra: sennacherib, Frequência: 13
Palavra: answereth, Frequência: 13
Palavra: rechab, Frequência: 13
Palavra: doubt, Frequência: 13
Palavra: serpents, Frequência: 13
Palavra: ascend, Frequência: 13
Palavra: melted, Frequência: 13
Palavra: smiteth, Frequência: 13
Palavra: cleaveth, Frequência: 13
Palavra: obed, Frequência: 13
Palavra: reigneth, Frequência: 13
Palavra: flourish, Frequência: 13
Palavra: overflow, Frequência: 13
Palavra: flow, Frequência: 13
Palavra: overlay, Frequência: 13
Palavra: blot, Frequência: 13
Palavra: labours, Frequência: 13
Palavra: eglon, Frequência: 13
Palavra: owner, Frequência: 13
Palavra: prisoner, Frequência: 13
Palavra: profitable, Frequência: 13
Palavra: gezer, Frequência: 13
Palavra: psaltery, Frequência: 13
Palavra: vanities, Frequência: 13
Palavra: palsy, Frequência: 13
Palavra: giants, Frequência: 13
Palavra: lamp, Frequência: 13
Palavra: inclined, Frequência: 13
Palavra: kareah, Frequência: 13
Palavra: vinegar, Frequência: 13
Palavra: consulted, Frequência: 13
Palavra: mightier, Frequência: 13
Palavra: passing, Frequência: 13
Palavra: commandeth, Frequência: 13
Palavra: laughed, Frequência: 13
Palavra: drove, Frequência: 13
Palavra: hinnom, Frequência: 13
Palavra: noon, Frequência: 13
Palavra: ago, Frequência: 13
Palavra: reverence, Frequência: 13
Palavra: promises, Frequência: 13
Palavra: laying, Frequência: 13
Palavra: andrew, Frequência: 13
Palavra: fully, Frequência: 13
Palavra: watched, Frequência: 13
Palavra: mitre, Frequência: 13
Palavra: dig, Frequência: 13
Palavra: mantle, Frequência: 13
Palavra: afflictions, Frequência: 13
Palavra: short, Frequência: 13
Palavra: week, Frequência: 13
Palavra: robbed, Frequência: 13
Palavra: steward, Frequência: 13
Palavra: chapiter, Frequência: 13
Palavra: abinadab, Frequência: 13
Palavra: fashion, Frequência: 13
Palavra: petition, Frequência: 13
Palavra: boldly, Frequência: 13
Palavra: dungeon, Frequência: 13
Palavra: joppa, Frequência: 13
Palavra: cake, Frequência: 13
Palavra: martha, Frequência: 13
Palavra: heber, Frequência: 13
Palavra: amminadab, Frequência: 13
Palavra: ruled, Frequência: 13
Palavra: 97, Frequência: 13
Palavra: town, Frequência: 13
Palavra: diseases, Frequência: 13
Palavra: liar, Frequência: 13
Palavra: move, Frequência: 13
Palavra: quicken, Frequência: 13
Palavra: garrison, Frequência: 13
Palavra: safe, Frequência: 13
Palavra: disobedient, Frequência: 13
Palavra: rabbah, Frequência: 13
Palavra: ivory, Frequência: 13
Palavra: controversy, Frequência: 13
Palavra: delivereth, Frequência: 13
Palavra: sufficient, Frequência: 13
Palavra: lighted, Frequência: 13
Palavra: lightning, Frequência: 13
Palavra: oft, Frequência: 13
Palavra: wing, Frequência: 13
Palavra: silas, Frequência: 13
Palavra: plenty, Frequência: 13
Palavra: maschil, Frequência: 13
Palavra: wist, Frequência: 13
Palavra: confirm, Frequência: 13
Palavra: ephron, Frequência: 13
Palavra: jedaiah, Frequência: 13
Palavra: prospered, Frequência: 13
Palavra: confirmed, Frequência: 13
Palavra: 143, Frequência: 13
Palavra: assyrian, Frequência: 13
Palavra: error, Frequência: 13
Palavra: alms, Frequência: 13
Palavra: amoz, Frequência: 13
Palavra: drave, Frequência: 13
Palavra: accomplish, Frequência: 13
Palavra: possessions, Frequência: 13
Palavra: hereby, Frequência: 13
Palavra: hermon, Frequência: 13
Palavra: fellows, Frequência: 13
Palavra: ransom, Frequência: 13
Palavra: troop, Frequência: 13
Palavra: natural, Frequência: 13
Palavra: behalf, Frequência: 13
Palavra: nebo, Frequência: 13
Palavra: mahanaim, Frequência: 13
Palavra: hewed, Frequência: 13
Palavra: hannah, Frequência: 13
Palavra: tear, Frequência: 13
Palavra: festus, Frequência: 13
Palavra: chased, Frequência: 13
Palavra: carved, Frequência: 13
Palavra: companion, Frequência: 13
Palavra: loops, Frequência: 13
Palavra: afterwards, Frequência: 13
Palavra: abundant, Frequência: 13
Palavra: eber, Frequência: 13
Palavra: edomites, Frequência: 13
Palavra: chain, Frequência: 13
Palavra: ethiopians, Frequência: 13
Palavra: broughtest, Frequência: 13
Palavra: nets, Frequência: 13
Palavra: ophir, Frequência: 13
Palavra: briers, Frequência: 12
Palavra: flowing, Frequência: 12
Palavra: gardens, Frequência: 12
Palavra: accounted, Frequência: 12
Palavra: obedience, Frequência: 12
Palavra: condemnation, Frequência: 12
Palavra: hagar, Frequência: 12
Palavra: anah, Frequência: 12
Palavra: victory, Frequência: 12
Palavra: sober, Frequência: 12
Palavra: rolled, Frequência: 12
Palavra: pharez, Frequência: 12
Palavra: quench, Frequência: 12
Palavra: merchant, Frequência: 12
Palavra: evildoers, Frequência: 12
Palavra: uprightly, Frequência: 12
Palavra: nose, Frequência: 12
Palavra: parted, Frequência: 12
Palavra: archers, Frequência: 12
Palavra: enoch, Frequência: 12
Palavra: delighted, Frequência: 12
Palavra: stream, Frequência: 12
Palavra: wheresoever, Frequência: 12
Palavra: streams, Frequência: 12
Palavra: ishbosheth, Frequência: 12
Palavra: hiss, Frequência: 12
Palavra: vines, Frequência: 12
Palavra: reported, Frequência: 12
Palavra: discover, Frequência: 12
Palavra: devised, Frequência: 12
Palavra: magdalene, Frequência: 12
Palavra: dagon, Frequência: 12
Palavra: audience, Frequência: 12
Palavra: unawares, Frequência: 12
Palavra: strike, Frequência: 12
Palavra: abihu, Frequência: 12
Palavra: stripped, Frequência: 12
Palavra: pitcher, Frequência: 12
Palavra: desiring, Frequência: 12
Palavra: heirs, Frequência: 12
Palavra: correction, Frequência: 12
Palavra: sickle, Frequência: 12
Palavra: sojourned, Frequência: 12
Palavra: mules, Frequência: 12
Palavra: thomas, Frequência: 12
Palavra: stumblingblock, Frequência: 12
Palavra: spared, Frequência: 12
Palavra: officer, Frequência: 12
Palavra: barzillai, Frequência: 12
Palavra: submit, Frequência: 12
Palavra: backsliding, Frequência: 12
Palavra: hadarezer, Frequência: 12
Palavra: holden, Frequência: 12
Palavra: kedar, Frequência: 12
Palavra: jabesh, Frequência: 12
Palavra: offspring, Frequência: 12
Palavra: jabeshgilead, Frequência: 12
Palavra: infirmities, Frequência: 12
Palavra: cursing, Frequência: 12
Palavra: ornan, Frequência: 12
Palavra: hor, Frequência: 12
Palavra: servile, Frequência: 12
Palavra: shephatiah, Frequência: 12
Palavra: hamor, Frequência: 12
Palavra: colours, Frequência: 12
Palavra: belong, Frequência: 12
Palavra: plenteous, Frequência: 12
Palavra: doves, Frequência: 12
Palavra: belonged, Frequência: 12
Palavra: candlesticks, Frequência: 12
Palavra: sole, Frequência: 12
Palavra: peaceably, Frequência: 12
Palavra: overthrew, Frequência: 12
Palavra: hanan, Frequência: 12
Palavra: agrippa, Frequência: 12
Palavra: purified, Frequência: 12
Palavra: spoon, Frequência: 12
Palavra: sang, Frequência: 12
Palavra: spoons, Frequência: 12
Palavra: earrings, Frequência: 12
Palavra: trespasses, Frequência: 12
Palavra: gehazi, Frequência: 12
Palavra: erred, Frequência: 12
Palavra: hoof, Frequência: 12
Palavra: foolishly, Frequência: 12
Palavra: purifying, Frequência: 12
Palavra: saving, Frequência: 12
Palavra: syrian, Frequência: 12
Palavra: failed, Frequência: 12
Palavra: fainted, Frequência: 12
Palavra: coupled, Frequência: 12
Palavra: huram, Frequência: 12
Palavra: spy, Frequência: 12
Palavra: stablish, Frequência: 12
Palavra: divination, Frequência: 12
Palavra: hyssop, Frequência: 12
Palavra: heardest, Frequência: 12
Palavra: skirt, Frequência: 12
Palavra: ours, Frequência: 12
Palavra: censer, Frequência: 12
Palavra: beams, Frequência: 12
Palavra: watchmen, Frequência: 12
Palavra: nature, Frequência: 12
Palavra: esau’s, Frequência: 12
Palavra: shook, Frequência: 12
Palavra: scourge, Frequência: 12
Palavra: troubles, Frequência: 12
Palavra: hew, Frequência: 12
Palavra: givest, Frequência: 12
Palavra: difference, Frequência: 12
Palavra: draweth, Frequência: 12
Palavra: meal, Frequência: 12
Palavra: manservant, Frequência: 12
Palavra: throughly, Frequência: 12
Palavra: waxen, Frequência: 12
Palavra: imagine, Frequência: 12
Palavra: departing, Frequência: 12
Palavra: depth, Frequência: 12
Palavra: 95, Frequência: 12
Palavra: happened, Frequência: 12
Palavra: sir, Frequência: 12
Palavra: footmen, Frequência: 12
Palavra: mock, Frequência: 12
Palavra: seasons, Frequência: 12
Palavra: reasoned, Frequência: 12
Palavra: weaned, Frequência: 12
Palavra: counsels, Frequência: 12
Palavra: creatures, Frequência: 12
Palavra: fierceness, Frequência: 12
Palavra: wear, Frequência: 12
Palavra: yours, Frequência: 12
Palavra: floweth, Frequência: 12
Palavra: greek, Frequência: 12
Palavra: keeping, Frequência: 12
Palavra: zalmunna, Frequência: 12
Palavra: hole, Frequência: 12
Palavra: zebah, Frequência: 12
Palavra: hunt, Frequência: 12
Palavra: lamech, Frequência: 12
Palavra: several, Frequência: 12
Palavra: harden, Frequência: 12
Palavra: cock, Frequência: 12
Palavra: oven, Frequência: 12
Palavra: jonadab, Frequência: 12
